session_id,label,class_name,gaze_yaw,gaze_pitch,head_yaw,head_pitch,head_roll,face_count,gaze_deviation_ratio,face_embedding_norm,keystroke_rate,mean_dwell_time,mean_flight_time,burst_coefficient,cursor_velocity,click_frequency,idle_ratio,trajectory_linearity
0,0,Normal,-8.338680653485468,0.1988958476292038,-8.206472072897277,0.5287238687123984,4.746764036699104,1.0,0.0,0.9512740334078342,3.494690226047677,95.0234843442272,131.8869362070261,1.0266565094149092,238.45777590934267,0.41380358221773583,0.12495384628922161,0.5375946657391211
0,0,Normal,6.108267981898187,9.470919251660126,6.179086553382782,2.274802329035135,-2.1479710070897964,1.0,0.06513068805906003,1.027613645555274,3.6788848187578296,92.7012103353602,203.23446432778982,0.9266827168627937,135.69459647788798,0.6505712415712279,0.20332230141916902,0.3947731694012918
0,0,Normal,7.519343317726413,4.737771576158392,11.29735105281404,5.123880405357981,-2.9024436780339675,1.0,0.021661249407820528,0.9883250640311648,3.1553925824001503,98.22267327387945,129.48173279357607,1.1292414316485906,144.13422617152114,0.3442324930239748,0.1586475232951221,0.4295701630772784
0,0,Normal,-15.660926434765889,4.058965373655903,-1.0744723468138029,-11.628113796745946,5.23447086781342,1.0,0.05060945732529712,1.0988305368761249,4.403040226025557,112.83316217829157,170.9474015457319,1.199227552048984,205.69820059639676,0.5540739206189053,0.006955084821903913,0.759457286083147
0,0,Normal,-10.426968607773803,1.6539146326536591,-8.364021320188717,-2.4663374229760704,-1.1112872147327573,1.0,0.07562919028867192,0.9424922476464314,3.840752389622422,101.96014423100797,127.45869723836924,0.9979608537756413,164.1651092172944,0.4290136896437763,0.027676658068976567,0.4134491796282485
0,0,Normal,1.038323698915845,11.170472295175486,-8.214374083301173,-3.877545709772269,-7.638899603576018,1.0,0.05000659513679188,1.160899428648606,3.014354309458168,98.06682678427619,173.31887063799576,0.8592811954022423,179.86892278359983,0.46926686648073884,0.08379151921869007,0.43370997064753913
0,0,Normal,-2.489252554250347,4.280776167455442,6.51757177925387,-5.099302741311801,-6.7862061220567975,1.0,0.05474903304199495,0.9804060920037309,3.40982224449315,87.62214617843578,159.57084734854766,1.1596928549930043,173.53635683640246,0.6132342623550624,0.03525921857694452,0.7070683918572649
0,0,Normal,-0.09219000051004436,2.858932191962497,7.498989741556272,-2.1582983106851437,-5.474622712665164,1.0,0.12837412461700795,0.9385670409256045,4.087932193866791,79.98401738162357,146.0611675869999,1.0697074879863937,193.56845948620037,0.5006043384976426,0.05004183943830666,0.7023414766832898
0,0,Normal,-6.864058235089912,3.261314077859702,5.457752075192588,11.973344198841595,2.912326170127966,1.0,0.036554552533490214,0.9853749800658991,4.525845229322459,94.19940277243109,148.98784891821708,1.2683700530681914,236.31073502125443,0.7271129513964849,0.11300048169203522,0.44729409900239975
0,0,Normal,7.045022603735476,7.702572351537615,-6.674784131498172,-6.90059056275934,0.8412624768276226,1.0,0.052975290453886215,0.9113468156458804,5.133214918611333,99.28050012030802,133.51362680827282,0.9935719435755271,183.6608679710562,0.4625799447933862,0.08072615058734828,0.5750009582924972
0,0,Normal,6.288719790044971,6.823763425084084,2.389292525145667,7.750833169653552,4.101042213215236,1.0,0.0,1.0235526860753392,5.730416645200676,121.25533821392753,161.2378435286103,0.7472205694730729,205.77719310448734,0.3435814112915178,0.09756899682044824,0.5707701115408546
0,0,Normal,0.4367002891973518,7.110077907558366,1.1366080557668456,-13.489653184845116,-2.61700349858369,1.0,0.08660376615846772,1.0322933452489085,4.265078760079722,101.58139035037107,138.6914460742569,0.7776368125699312,97.9192730679168,0.5197822982965242,0.0,0.7440254337813164
0,0,Normal,9.037098511403386,7.147548138529246,2.2043247619924444,-2.581529611879884,1.055087172912973,1.0,0.0,1.0716555608307947,3.3639940763425145,111.80952765090761,119.35856276342109,1.2633346004075652,178.00959548249782,0.45689614402523476,0.0,0.41518222807626065
0,0,Normal,3.717140973769398,15.693578425019869,8.811149337603375,1.3573241893354095,3.705437807986939,1.0,0.03267879748885946,1.0589469526589732,2.730038514031984,94.03941137337894,118.03459771781532,1.3117424347542124,146.21369227697804,0.5268029568861701,0.18738710985540907,0.541531759455895
