gaze_yaw,gaze_pitch,head_yaw,head_pitch,head_roll,face_count,gaze_deviation_ratio,face_embedding_norm,keystroke_rate,mean_dwell_time,mean_flight_time,burst_coefficient,cursor_velocity,click_frequency,idle_ratio,trajectory_linearity,label
3.3649370670318604,3.1872353553771973,3.0985496044158936,-0.4890974462032318,-1.667169451713562,1.0,0.0647176131606102,24.386585235595703,4.234238147735596,111.80908966064453,120.18000030517578,0.5436212420463562,134.73135375976562,0.4327390789985657,0.010900106281042099,0.8504476547241211,0.0
1.941110372543335,29.283178329467773,14.78714370727539,7.713403701782227,1.2838274240493774,1.0,0.1866201013326645,0.9401267766952515,2.2497687339782715,147.64984130859375,178.46981811523438,2.776124954223633,137.8763885498047,0.45864516496658325,0.4931834638118744,0.7388880252838135,2.0
-3.2187371253967285,-4.68264102935791,-7.274662494659424,-12.22437858581543,2.60522723197937,1.0,0.0767693892121315,29.069368362426758,5.86647891998291,100.45454406738281,68.05999755859375,0.7319738864898682,153.01963806152344,0.41742825508117676,0.08804767578840256,0.9284666776657104,0.0
4.416758060455322,-0.29810845851898193,-11.263908386230469,3.3180480003356934,2.018378496170044,1.0,0.02246486395597458,22.138887405395508,4.517323970794678,61.272727966308594,160.57000732421875,0.5418531894683838,150.94943237304688,0.7039514183998108,0.11923158913850784,0.7899444103240967,0.0
2.200883150100708,2.496102809906006,4.603250980377197,3.7500274181365967,3.829349994659424,1.0,0.08619445562362671,24.20067596435547,3.9004602432250977,109.83636474609375,148.6199951171875,0.6979169845581055,190.38262939453125,0.4115692973136902,0.038093432784080505,0.7937197089195251,0.0
-0.03667547553777695,-2.2657082080841064,1.0712465047836304,-1.258437991142273,-1.672951102256775,1.0,0.19270427525043488,25.06639862060547,3.67606520652771,132.9818115234375,135.63999938964844,0.8322939276695251,174.22598266601562,0.338174968957901,0.15550737082958221,0.7915372848510742,4.0
-13.889971733093262,-6.713100910186768,4.398857593536377,-5.844181537628174,-1.1118992567062378,1.0,0.0928286612033844,23.36979866027832,4.259488105773926,98.73636627197266,133.30999755859375,0.37120521068573,118.01883697509766,0.5235945582389832,0.1501876413822174,0.888210117816925,0.0
0.8598016500473022,4.153986930847168,8.515148162841797,-0.11608809977769852,-1.8962620496749878,1.0,0.06068595126271248,27.486778259277344,4.7728142738342285,148.70909118652344,56.91999816894531,0.5326996445655823,175.50857543945312,0.5022141933441162,0.1058095172047615,0.7576662302017212,0.0
3.6538734436035156,1.9422788619995117,-8.306893348693848,5.055624961853027,-0.8982943296432495,1.0,0.026074852794408798,22.445226669311523,4.051863670349121,101.40908813476562,143.5399932861328,0.5954684615135193,174.8082733154297,0.3458995521068573,0.019751109182834625,0.7885161638259888,0.0
-0.8992862105369568,1.5281471014022827,9.05550765991211,-7.256665229797363,-0.25343838334083557,1.0,0.022151904180645943,26.783967971801758,3.591825008392334,112.90908813476562,162.30999755859375,0.2790988087654114,178.73812866210938,0.5581883788108826,0.057417988777160645,0.8006442189216614,0.0
0.2108684927225113,6.57360315322876,-4.330009460449219,4.200656890869141,2.1380438804626465,1.0,0.020855603739619255,22.98473358154297,5.261219501495361,75.0727310180664,114.30000305175781,0.46992427110671997,185.37158203125,0.39200517535209656,0.11374162137508392,0.9212508797645569,0.0
9.541960716247559,-4.382108211517334,7.769145965576172,-20.61227798461914,3.3487844467163086,1.0,0.38704100251197815,26.218109130859375,2.9008209705352783,84.0727310180664,255.00999450683594,0.8008121252059937,189.63616943359375,0.5377277731895447,0.1361905038356781,0.8270489573478699,4.0
3.9250926971435547,-0.3145817518234253,-9.810575485229492,1.269446849822998,12.248465538024902,1.0,0.04297782480716705,1.1415855884552002,5.9163360595703125,65.967529296875,60.444828033447266,3.2472476959228516,224.2234649658203,0.9107743501663208,0.22389176487922668,0.8998178839683533,4.0
